language,frequency_list_version,level,rank,source_rank,display_form,lemma,lemma_key,part_of_speech,definition_seed,source_provenance,curation_flags
zh,v1,3,2328,2391,本质,本质,本质,unknown,本质,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2329,2392,条约,条约,条约,unknown,条约,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2330,2393,欲,欲,欲,unknown,欲,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2331,2394,流,流,流,unknown,流,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2332,2395,游客,游客,游客,unknown,游客,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2333,2396,看过,看过,看过,unknown,看过,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2334,2397,秘书,秘书,秘书,unknown,秘书,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2335,2398,约翰,约翰,约翰,unknown,约翰,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2336,2399,罗马,罗马,罗马,unknown,罗马,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2337,2400,老人,老人,老人,unknown,老人,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2338,2401,虽,虽,虽,unknown,虽,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2339,2402,表面,表面,表面,unknown,表面,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2340,2403,诗,诗,诗,unknown,诗,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2341,2404,负责人,负责人,负责人,unknown,负责人,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2342,2405,逮捕,逮捕,逮捕,unknown,逮捕,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2343,2406,铁,铁,铁,unknown,铁,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2344,2407,陪,陪,陪,unknown,陪,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2345,2408,鸟,鸟,鸟,unknown,鸟,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2346,2410,万人,万人,万人,unknown,万人,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2347,2411,交给,交给,交给,unknown,交给,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2348,2412,代,代,代,unknown,代,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2349,2413,仪式,仪式,仪式,unknown,仪式,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2350,2414,停,停,停,unknown,停,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2351,2415,共和国,共和国,共和国,unknown,共和国,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2352,2416,兴奋,兴奋,兴奋,unknown,兴奋,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2353,2417,利,利,利,unknown,利,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2354,2418,到达,到达,到达,unknown,到达,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2355,2419,华,华,华,unknown,华,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2356,2420,厕所,厕所,厕所,unknown,厕所,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2357,2421,发达,发达,发达,unknown,发达,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2358,2422,古,古,古,unknown,古,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2359,2423,同事,同事,同事,unknown,同事,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2360,2424,巴,巴,巴,unknown,巴,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2361,2425,建成,建成,建成,unknown,建成,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2362,2426,弟弟,弟弟,弟弟,unknown,弟弟,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2363,2427,形势,形势,形势,unknown,形势,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2364,2428,彼此,彼此,彼此,unknown,彼此,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2365,2429,房屋,房屋,房屋,unknown,房屋,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2366,2430,手中,手中,手中,unknown,手中,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2367,2431,族,族,族,unknown,族,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2368,2432,日期,日期,日期,unknown,日期,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2369,2433,星,星,星,unknown,星,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2370,2434,是从,是从,是从,unknown,是从,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2371,2435,智慧,智慧,智慧,unknown,智慧,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2372,2436,欣赏,欣赏,欣赏,unknown,欣赏,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2373,2437,此时,此时,此时,unknown,此时,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2374,2438,治,治,治,unknown,治,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2375,2439,消灭,消灭,消灭,unknown,消灭,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2376,2440,湖南,湖南,湖南,unknown,湖南,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2377,2441,熟悉,熟悉,熟悉,unknown,熟悉,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2378,2442,犯,犯,犯,unknown,犯,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2379,2443,现有,现有,现有,unknown,现有,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2380,2444,生长,生长,生长,unknown,生长,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2381,2445,皮肤,皮肤,皮肤,unknown,皮肤,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2382,2446,立,立,立,unknown,立,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2383,2447,等级,等级,等级,unknown,等级,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2384,2448,舞台,舞台,舞台,unknown,舞台,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2385,2449,著作,著作,著作,unknown,著作,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2386,2450,观念,观念,观念,unknown,观念,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2387,2451,评估,评估,评估,unknown,评估,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2388,2452,象征,象征,象征,unknown,象征,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2389,2453,负,负,负,unknown,负,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2390,2454,重建,重建,重建,unknown,重建,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2391,2455,领土,领土,领土,unknown,领土,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2392,2456,饭,饭,饭,unknown,饭,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2393,2457,鸡,鸡,鸡,unknown,鸡,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2394,2458,黑色,黑色,黑色,unknown,黑色,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2395,2459,上来,上来,上来,unknown,上来,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2396,2460,不得不,不得不,不得不,unknown,不得不,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2397,2461,主人,主人,主人,unknown,主人,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2398,2462,伤,伤,伤,unknown,伤,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2399,2463,你好,你好,你好,unknown,你好,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2400,2464,依,依,依,unknown,依,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2401,2465,信心,信心,信心,unknown,信心,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2402,2466,候选人,候选人,候选人,unknown,候选人,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2403,2467,做好,做好,做好,unknown,做好,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2404,2468,决策,决策,决策,unknown,决策,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2405,2469,创建,创建,创建,unknown,创建,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2406,2470,医学,医学,医学,unknown,医学,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2407,2471,受害者,受害者,受害者,unknown,受害者,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2408,2472,吓,吓,吓,unknown,吓,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2409,2473,唱,唱,唱,unknown,唱,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2410,2474,嘴,嘴,嘴,unknown,嘴,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2411,2475,失望,失望,失望,unknown,失望,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2412,2476,女士,女士,女士,unknown,女士,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2413,2477,学科,学科,学科,unknown,学科,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2414,2478,平衡,平衡,平衡,unknown,平衡,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2415,2479,很少,很少,很少,unknown,很少,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2416,2480,得以,得以,得以,unknown,得以,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2417,2481,心情,心情,心情,unknown,心情,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2418,2482,思维,思维,思维,unknown,思维,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2419,2483,推特,推特,推特,unknown,推特,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2420,2484,撤销,撤销,撤销,unknown,撤销,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2421,2485,旁边,旁边,旁边,unknown,旁边,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2422,2486,早就,早就,早就,unknown,早就,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2423,2487,模型,模型,模型,unknown,模型,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2424,2488,欧,欧,欧,unknown,欧,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2425,2489,气候,气候,气候,unknown,气候,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2426,2490,浪费,浪费,浪费,unknown,浪费,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2427,2491,混乱,混乱,混乱,unknown,混乱,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2428,2492,目,目,目,unknown,目,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2429,2493,相比,相比,相比,unknown,相比,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2430,2494,祖国,祖国,祖国,unknown,祖国,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2431,2495,等于,等于,等于,unknown,等于,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2432,2496,经理,经理,经理,unknown,经理,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2433,2497,腐败,腐败,腐败,unknown,腐败,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2434,2498,视为,视为,视为,unknown,视为,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2435,2499,认证,认证,认证,unknown,认证,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2436,2500,记载,记载,记载,unknown,记载,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2437,2501,质,质,质,unknown,质,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2438,2502,通讯,通讯,通讯,unknown,通讯,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2439,2503,造,造,造,unknown,造,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2440,2504,防止,防止,防止,unknown,防止,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2441,2505,须,须,须,unknown,须,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2442,2506,一个月,一个月,一个月,unknown,一个月,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2443,2507,一块,一块,一块,unknown,一块,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2444,2508,一路,一路,一路,unknown,一路,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2445,2509,上传,上传,上传,unknown,上传,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2446,2510,上午,上午,上午,unknown,上午,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2447,2511,不论,不论,不论,unknown,不论,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2448,2512,两次,两次,两次,unknown,两次,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2449,2513,保存,保存,保存,unknown,保存,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2450,2514,冲击,冲击,冲击,unknown,冲击,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2451,2515,准,准,准,unknown,准,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2452,2516,单独,单独,单独,unknown,单独,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2453,2517,原始,原始,原始,unknown,原始,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2454,2518,只会,只会,只会,unknown,只会,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2455,2519,各项,各项,各项,unknown,各项,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2456,2520,塔,塔,塔,unknown,塔,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2457,2521,墨西哥,墨西哥,墨西哥,unknown,墨西哥,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2458,2522,大大,大大,大大,unknown,大大,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2459,2523,寻求,寻求,寻求,unknown,寻求,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2460,2524,封,封,封,unknown,封,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2461,2525,常见,常见,常见,unknown,常见,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2462,2526,庆祝,庆祝,庆祝,unknown,庆祝,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2463,2527,强化,强化,强化,unknown,强化,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2464,2528,必,必,必,unknown,必,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2465,2529,战士,战士,战士,unknown,战士,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2466,2530,打电话,打电话,打电话,unknown,打电话,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2467,2531,教堂,教堂,教堂,unknown,教堂,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2468,2532,显得,显得,显得,unknown,显得,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2469,2533,最低,最低,最低,unknown,最低,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2470,2534,歌曲,歌曲,歌曲,unknown,歌曲,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2471,2535,湖北,湖北,湖北,unknown,湖北,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2472,2536,激烈,激烈,激烈,unknown,激烈,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2473,2537,直,直,直,unknown,直,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2474,2538,研发,研发,研发,unknown,研发,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2475,2539,素质,素质,素质,unknown,素质,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2476,2540,细节,细节,细节,unknown,细节,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2477,2541,老公,老公,老公,unknown,老公,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2478,2542,自行,自行,自行,unknown,自行,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2479,2543,营,营,营,unknown,营,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2480,2544,计,计,计,unknown,计,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2481,2545,贫困,贫困,贫困,unknown,贫困,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2482,2546,超越,超越,超越,unknown,超越,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2483,2547,轻松,轻松,轻松,unknown,轻松,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2484,2548,途径,途径,途径,unknown,途径,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2485,2549,金额,金额,金额,unknown,金额,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2486,2550,骗子,骗子,骗子,unknown,骗子,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2487,2554,一带,一带,一带,unknown,一带,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2488,2555,一颗,一颗,一颗,unknown,一颗,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2489,2556,不但,不但,不但,unknown,不但,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2490,2557,专,专,专,unknown,专,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2491,2558,两天,两天,两天,unknown,两天,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2492,2559,什么样,什么样,什么样,unknown,什么样,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2493,2560,作业,作业,作业,unknown,作业,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2494,2561,俄,俄,俄,unknown,俄,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2495,2562,再也,再也,再也,unknown,再也,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2496,2563,准确,准确,准确,unknown,准确,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2497,2564,凭,凭,凭,unknown,凭,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2498,2565,叫做,叫做,叫做,unknown,叫做,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2499,2566,可怜,可怜,可怜,unknown,可怜,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2500,2567,含,含,含,unknown,含,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2501,2568,品质,品质,品质,unknown,品质,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2502,2569,回忆,回忆,回忆,unknown,回忆,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2503,2570,头发,头发,头发,unknown,头发,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2504,2571,宇宙,宇宙,宇宙,unknown,宇宙,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2505,2572,实验室,实验室,实验室,unknown,实验室,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2506,2573,宽,宽,宽,unknown,宽,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2507,2574,广西,广西,广西,unknown,广西,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2508,2575,当初,当初,当初,unknown,当初,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2509,2576,当天,当天,当天,unknown,当天,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2510,2577,批判,批判,批判,unknown,批判,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2511,2578,根,根,根,unknown,根,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2512,2579,毫无,毫无,毫无,unknown,毫无,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2513,2580,港,港,港,unknown,港,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2514,2581,火车,火车,火车,unknown,火车,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,3,2515,2582,理,理,理,unknown,理,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
